,seg,bu,platform,category,line,set,set id,cat 11
2360,MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,CK_HF,PH241020041295,
2361,MED,MDS,Advanced Access Devices,Acute CVC,CentroVena Uncoated,Velocath,PH241020041351,
2362,MED,MMS,Alaris System,POC Systems,Alaris System EtCO2 License,Guardrails software,PH230600141160,
2363,MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,New - Struxure Guidewire,PH241020041316,
2364,MED,MDS,Vascular Access Technologies,Services,Services Repair,Services Repair,PH241030041016,
2365,MED,MMS,Alaris Plus,Service,Alaris Plus Service Parts,Legacy Inst,PH230600341001,
2366,MED,MDS,Vascular Access Technologies,Site-Rite,Site-Rite Accessories,Halcyon Accessories,PH241030041021,
2367,MED,MMS,ROWA PDC,ROWA PDC,ROWA PDC - Other,ROWA PDC - Other,PH230505541000,
2368,MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,Niagara Slimcath PC Ext,PH241020041324,
2369,MED,MDS,Vascular Access Technologies,Sherlock,Sherlock Accessories,Sherlock Accessories,PH241030041018,
2370,MED,MMS,Alaris System,IV Pump Delivery,Alaris System Syringe Sets,Extension (PCA/SYP),PH230600141143,
2371,MED,MMS,Alaris System,Service,Alaris System Service Parts,Server Applications,PH230600141206,
2372,MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,SafeStep_Amanda Port Stabilizer,PH241020041121,
2373,MED,MMS,Alaris System,Service,Alaris System Service Parts,Gemini,PH230600141195,
2374,MED,MDS,Vascular Access Technologies,Prevue,Prevue Probes,Prevue II Probes,PH241030041012,
2375,MED,MDS,Vascular Access Technologies,Services,Services Warranty,Services Warranty,PH241030041017,
2376,MED,MDS,Advanced Access Devices,PICC,PowerPICC,Basic_FT,PH241020041088,
2377,MED,MDS,Advanced Access Devices,Midlines,Poly Midline,Full,PH241020041035,
2378,MED,MDS,Vascular Access Technologies,Prevue,Prevue Consoles - ISALES,Prevue II Consoles,PH241030041014,
2379,MED,MMS,Alaris Plus,POC Systems,Alaris Plus Docking Station,DS,PH230600341070,
2380,MED,MMS,ROWA Pouch Packaging Retail,ROWA Pouch Packaging Retail - Other,ROWA Pouch Packaging Retail - Other,ROWA Pouch Packaging Retail - Other,PH230500340000,
2381,MED,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,Basic_Non-specialty,PH241020041062,
2382,MED,MMS,Alaris Plus,POC Systems,Alaris Plus Enteral Pump,Enteral,PH230600341126,
2383,MED,MDS,Vascular Access Technologies,Prevue,Prevue Accessories,Prevue II Accessories,PH241030041011,
2384,MED,MMS,Alaris System,Service,Alaris System Service Parts,POC Applications,PH230600141204,
2385,MED,MDS,Vascular Access Technologies,Site-Rite,Site-Rite Consoles - ISALES,Halcyon Consoles,PH241030041000,
2386,MED,MDS,Advanced Access Devices,PICC,Groshong PICC,Max_Non-specialty,PH241020041083,
2387,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Specialty Access,Q2 Kit/Set,Q2 Kit Basic,PH210400041268,
2388,MED,MMS,Alaris System,Service,Alaris System Service Parts,Techsmart,PH230600141210,
2389,MED,MMS,CME,POC Systems,CME DUAL CH TWIN,Drug Infusion,PH230600441113,
2390,MED,MDS,Advanced Access Devices,PICC,Provena 5FR TL,Basic_Non-specialty,PH241020041344,
2391,MED,MDS,Advanced Access Devices,PICC,Provena Solo 4FR DL / 3FR SL,IR_Small Patient,PH241020041067,
2392,MED,MMS,Alaris Plus,Software,Alaris Plus Editors,Editor,PH230600341096,
2393,MED,MDS,Advanced Access Devices,PICC,Groshong PICC,Max_NXT,PH241020041084,
2394,MED,MDS,Advanced Access Devices,PICC,PowerPICC,CK_SV,PH241020041277,
2395,MED,MDS,Gravity and Syringe Delivery,GSD Extension Sets,GSD Extension Sets - Advanced Non-ARD,Pediatrics,PH230100041186,
2396,MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus GP LVP Sets,Syringe Adapter,PH230600341034,
2397,MED,MMS,Alaris Plus,POC Systems,Alaris Plus Docking Station,AGW AUX-01,PH230600341067,
2398,MED,MDS,Advanced Access Devices,PICC,Groshong PICC,Full_Power,PH241020041082,
2399,MED,MMS,Alaris System,Service,Alaris System Prof. Services,Pharmacy,PH230600141185,
2400,MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,Niagara PC Ext,PH241020041322,
2401,MED,MMS,Alaris System,Service,Alaris System Service Parts,FIPS Labels 091 Infusion Products,PH230600141194,
2402,MED,MMS,Infusion Direct Non-Allocated,DO NOT USE - MMS Infusion Placeholder for data entry error,DO NOT USE - MMS Infusion Placeholder for data entry error,DO NOT USE - MMS Infusion Placeholder for data entry error,PH230600741001,
2403,MED,MMS,Alaris System,Software,Alaris System Interop,Perpetual License,PH230600141217,
2404,MED,MMS,Alaris Plus,Alaris Plus - PC Adjustment,Alaris Plus - PC Adjustment,Alaris Plus - PC Adjustment,PH230600341131,
2405,MED,MMS,Alaris Plus,POC Systems,Alaris Plus GW Pump,GW,PH230600341113,
2406,MED,MMS,Alaris Plus,POC Systems,Alaris Plus CC Nexus Pump,CC Nexus,PH230600341146,
2407,MED,MMS,Alaris Plus,Service,Alaris Plus Prof. Services,Serv Lab/Fixed Price,PH230600341081,
2408,MED,MMS,Alaris System,Service,Alaris System Service Parts,Service manuals,PH230600141207,
2409,MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Radiology Products,Sterile Disposable Needles,PH210700041292,
2410,MED,MMS,Alaris Plus,POC Systems,Alaris Plus Cap GL Adj,LVP Other Adjustment,PH230600341065,
2411,MED,MMS,Alaris System,Service,Alaris System Prof. Services,Serv Lab/Fixed Price,PH230600141186,
2412,MED,MMS,Alaris System,POC Systems,Alaris System PC Unit,PCU 8015,PH230600141165,
2413,MED,MMS,Alaris System,DI Inst,Alaris System Cap GL Adj,GL Adjustment,PH230600141121,
2414,MED,MMS,Alaris System,DI Inst,Alaris System Accessories - DI Inst,Other,PH230600141119,
2415,MED,MMS,Alaris System,Service,Alaris System Prof. Services,Device Implementation Services,PH230600141182,
2416,MED,MDS,Vascular Access Technologies,Site-Rite,Site-Rite Probes,Halcyon Probes,PH241030041024,
2417,MED,MDS,Hazardous Drug Solutions,Rapid Detection,Readers,Readers,PH212600041364,
2418,MED,MMS,BD Nexus,Service,BD Nexus Service Parts,Spares HP60,PH230600641007,
2419,MED,MDS,Advanced Access Devices,PICC,Provena Solo 4FR DL / 3FR SL,Provena Solo 4FR DL / 3FR SL,PH241020041070,
2420,MED,MMS,Alaris System,POC Systems,Alaris System Auto ID,Auto ID,PH230600141158,
2421,MED,MDS,Advanced Access Devices,PICC,Provena Solo 5FR TL,Basic_Non-specialty,PH241020041073,
2422,MED,MDS,Vascular Access Technologies,Site-Rite,Site-Rite Consoles - ISALES,Legacy Site Rite,PH241030041001,
2423,MED,MMS,Alaris Plus,Service,Alaris Plus Service Parts,Gemini,PH230600341086,
2424,MED,MMS,Alaris System,Service,Alaris System Interop Prof. Services,Interop Implementation,PH230600141179,
2425,MED,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,Provena 4FR DL / 3FR SL,PH241020041072,
2426,MED,MDS,Advanced Access Devices,PICC,Provena 5FR TL,Provena 5FR TL,PH241020041061,
2427,MED,MMS,Alaris System,POC Systems,Alaris System Accessories - POC,Syringe Pump Accessories,PH230600141157,
2428,MED,MMS,ROWA Retail,ROWA Retail,ROWA Retail - Other,ROWA Retail - Other,PH230500541006,
2429,MED,MMS,Alaris Plus,POC Systems,Alaris Plus GH Pump - Rental,GH - Rental,PH230600341120,
2430,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - OTHER,Syringe Storage,PH210230041035,
2431,MED,MDS,Advanced Access Devices,Midlines,PowerGlide Pro,Basic,PH231040041011,
2432,MED,MMS,Alaris System,IV Pump Delivery,MSIII LVP Sets,Primary Admin-15mcrn,PH230600141154,
2433,MED,MMS,Alaris Plus,Service,Alaris Plus Prof. Services,Other,PH230600341080,
2434,MED,PS,PS Services,ADDS,ADDS Services Testing,Others,PH210350041008,
2435,MED,MDS,Vascular Access Technologies,Prevue,Prevue Consoles - ISALES,Prevue I,PH241030041013,
2436,MED,PS,Prefillable Systems,Others,Other Pharma,Other,PH210310041002,
2437,MED,MMS,Alaris Plus,Service,Alaris Plus Prof. Services,Contract,PH230600341079,
2438,MED,MMS,Alaris Plus,POC Systems,Alaris Plus Docking Station,MRI Capsule,PH230600341132,
2439,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Conventional Needles,Cannula,PH210230041062,
2440,MED,MMS,Alaris Plus,POC Systems,Alaris Plus CC Nexus Pump - Rental,CC Nexus - Rental,PH230600341152,
2441,MED,MMS,Alaris Plus,POC Systems,Alaris Plus GP Pump - Rental,GP - Rental,PH230600341121,
2442,MED,MMS,Alaris System,Service,Alaris System Prof. Services,Clinical Services,PH230600141181,
2443,MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,Brevia,PH241020041321,
2444,MED,MMS,Alaris Plus,POC Systems,Alaris Plus PK Nexus Pump - Rental,PK Nexus - Rental,PH230600341156,
2445,MED,MMS,Alaris System,Software,Alaris System SMS,Maintenance,PH230600141214,
2446,MED,MMS,Alaris Plus,Service,Alaris Plus Prof. Services,Training Services,PH230600341083,
2447,MED,MMS,Alaris Plus,Service,Alaris Plus Service Parts,Other,PH230600341089,
2448,MED,PS,Prefillable Systems,Prefillable Systems - PC Adjustment,Prefillable Systems - PC Adjustment,Prefillable Systems - PC Adjustment,PH210310041124,
2449,MED,MMS,LifeMed,POC Systems,LifeMed LVP Pump,LF SMART,PH230NEW141000,
2450,MED,MMS,LifeMed,POC Systems,LifeMed LVP Pump,LF SMART DUPLO CANAL,PH230NEW141001,
2451,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Reusable Products,REUSABLE NEEDLES,PH210230041108,
2452,MED,MMS,Alaris System,DI Inst,Operating Lease,Operating Lease,PH230600141178,
2453,MED,MMS,Alaris System,POC Systems,Alaris System Systems Manager,Server,PH230600141234,
2454,MED,PS,PS Services,PFS,PFS Services QA,Others,PH210350041003,
2455,MED,PS,PS Services,PFS,PFS Services MA,Others,PH210350041002,
2456,MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Advanced ARD,Pediatrics,PH230100041195,
2457,MED,MMS,Alaris System,Service,Alaris System Service Parts,Agreement,PH230600141189,
2458,MED,MMS,Alaris System,Software,Alaris System Interop SMS,Alaris System Interop SMS software,PH230600141221,
2459,MED,MMS,Alaris Plus,POC Systems,Alaris Plus Accessories - POC,Other,PH230600341063,
2460,MED,MMS,Alaris Plus,DI Inst,Alaris Plus P Series,P-Series,PH230600341010,
2461,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,3pc Conventional - COMBOS,PH210230041023,
2462,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - OTHER,3pc Conventional - OTHER,PH210230041031,
2463,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Small - SYRINGE ONLY,3pc Conventional-SYRINGE ONLY,PH210230041044,
2464,MED,MMS,Alaris Plus,POC Systems,Alaris Plus Docking Station,AGW WIFI-03,PH230600341069,
2465,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Allergy Syringe,Allergy Syringe,PH210230041050,
2466,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Specialty Access,Arterial Catheters,Arterial Catheters,PH210400041197,
2467,MED,MMS,Alaris System,POC Systems,Alaris System Auto ID - Placement,Auto ID - Placement,PH230600141228,
2468,MED,MDS,Advanced Access Devices,Midlines,Powerglide,Basic,PH241020041041,
2469,MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,BD Recycleen,BD Recycleen,PH210240041373,
2470,MED,MDS,Hypodermic Products,Safety Hypodermic Products,Blunt Fill Needle / Combo,Blunt Fill Needle / Combo,PH210230041144,
2471,MED,MMS,Alaris Plus,POC Systems,Alaris Plus CC Pump - Rental,CC - Rental,PH230600341140,
2472,MED,MDS,Advanced Access Devices,Acute CVC,CentroVena Uncoated,CentroVena Uncoated,PH241020041328,
2473,MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Chemotherapy Waste Collectors,Chemotherapy Waste Collectors,PH210240041379,
2474,MED,MDS,Vascular Prep,Skin Prep,ChloraPrep Single Swabstick,ChloraPrep Single Swabstick,PH230205241465,
2475,MED,MDS,Vascular Prep,Skin Prep,ChloraPrep Triple Swabsticks,ChloraPrep Triple Swabsticks,PH230205241467,
2476,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - COMBOS,2-Piece Conventional - COMBOS,PH210230041003,
2477,MED,PS,Prefillable Systems,Glass Container,Accuspray,Accuspray - Adjustment,PH210310041091,
2478,MED,MMS,Alaris System,IV Pump Delivery,MSIII LVP Sets,Adjustment,PH230600141124,
2479,MED,MMS,Alaris System,IV Pump Delivery,Alaris System SYP Sets,Adjustment,PH230600141232,
2480,MED,MMS,Alaris System,IV Pump Delivery,Alaris System PCA Sets,Adjustment,PH230600141139,
2481,MED,MDS,Vascular Prep,IV Kits,PICC/CVC Dressing Change Kits,Dressing Change Kits - BAS,PH230205241478,
2482,MED,MMS,CME,POC Systems,CME Body Guard Classic - Placement,Drug Infusion - Placement,PH230600441121,
2483,MED,MMS,CME,POC Systems,CME DUAL CH TWIN - Rental,Drug Infusion - Rental,PH230600441138,
2484,MED,MMS,Alaris System,Infusion Systems NP,Infusion Systems NP,Adjustment,PH230600141147,
2485,MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,DUM_Acute Dialysis,PH241020041327,
2486,MED,MDS,Advanced Access Devices,PICC Other,PICC Accessories,DUM_PICC Accessories,PH241020041273,
2487,MED,MMS,Alaris System,IV Pump Delivery,Alaris System,Adjustment,PH230600141142,
2488,MED,MDS,Vascular Prep,Securement,Statlock - CVC,DUM_Statlock - CVC,PH230205241504,
2489,MED,MDS,Vascular Prep,Securement,Statlock - PICC,DUM_Statlock - PICC,PH230205241490,
2490,MED,MDS,Advanced Access Devices,Advanced Access Devices - PC Adjustment,Advanced Access Devices - PC Adjustment,Advanced Access Devices - PC Adjustment,PH241020041332,
2491,MED,MDS,Hypodermic Products,Safety Hypodermic Products,Eclipse - COMBOS,Eclipse - COMBOS,PH210230041151,
2492,MED,MMS,Advisors,Advisors - PC Adjustment,Advisors - PC Adjustment,Advisors - PC Adjustment,PH230700041000,
2493,MED,MMS,Alaris Plus,POC Systems,Alaris Plus Docking Station,AGW PC Adjustment,PH230600341166,
2494,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - COMBOS,Emerald - COMBOS,PH210230041077,
2495,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - SYRINGES ONLY,Emerald - SYRINGES ONLY,PH210230041083,
2496,MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,Emerald PRO-Combos,Emerald PRO-Combos,PH210230041119,
2497,MED,MMS,Alaris Plus,Software,Alaris Plus ACE/CQI Licences,Alaris Communication Engine,PH230600341103,
2498,MED,MMS,Alaris Plus,Software,Alaris Plus AIC Licences,Alaris Infusion Central,PH230600341108,
2499,MED,MMS,Alaris System,DI Inst,Alaris System Cap GL Adj,Alaris Medley Cap GL Adj,PH230600141225,
2500,MED,MMS,Alaris System,IV Pump Delivery,Alaris System Disp GL Adj,Alaris Medley Disp GL Adj,PH230600141224,
2501,MED,MMS,Alaris System,Alaris System - PC Adjustment,Alaris System - PC Adjustment,Alaris System - PC Adjustment,PH230600141233,
2502,MED,MMS,Alaris Plus,POC Systems,Alaris Plus Enteral Pump - Rental,Enteral - Rental,PH230600341141,
2503,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Enteral Syringes - OTHER,Enteral Syringes - OTHER,PH210230041086,
2504,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Enteral Syringes (1ml-10ml),Enteral Syringes (1ml-10ml),PH210230041088,
2505,MED,MMS,Alaris System,Alaris System - PC Adjustment,Alaris System - PC Adjustment NONCATALOG,Alaris System - PC Adjustment NONCATALOG,PH230600141244,
2506,MED,MDS,Advanced Access Devices,PICC Other,Extended Dwell Catheters,Extended Dwell Catheters,PH241020041255,
2507,MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Anesthesia Non-Product,Anesthesia Non-Product,PH210700041277,
2508,MED,MDS,Anesthesia Systems,Anesthesia Systems - PC Adjustment,Anesthesia Systems - PC Adjustment,Anesthesia Systems - PC Adjustment,PH210700041355,
2509,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,AngioCath - PlastiCath,Angiocath Adjustments,PH210400041204,
2510,MED,MMS,BD Logistics,BD Logistics,BD Logistics - Other,BD Logistics - Other,PH230500441002,
2511,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Conventional Needles,Conventional Needles,PH210230041063,
2512,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Outcome-Driven,Diffusics,Diffusics Adjustments,PH210400041236,
2513,MED,PS,Prefillable Systems,Others,Diprivan,Diprivan - Adjustment,PH210310041024,
2514,MED,MDS,Advanced Access Devices,Disposables,Disposables Adj,Disposables Adj,PH241030041009,
2515,MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus Disp GL Adj,Dist Rebate Asena,PH230600341026,
2516,MED,MMS,Alaris System,IV Pump Delivery,DO NOT USE - MSIII LVP,DO NOT USE - MSIII LVP,PH230600141223,
2517,MED,MMS,Alaris Plus,POC Systems,Alaris Plus Docking Station,DS PC Adjustment,PH230600341165,
2518,MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,DUM_Port Access Needles,PH231040041019,
2519,MED,MMS,Alaris Plus,POC Systems,Alaris Plus GW Pump - Rental,GW - Rental,PH230600341142,
2520,MED,MMS,Alaris Plus,POC Systems,Alaris Plus GW Pump - Rental,GW 800 - Rental,PH230600341143,
2521,MED,MDS,Vascular Care,Flush Devices -Conventional,Heparin Lock Flush Devices,Heparin Lock Flush Devices,PH210210041416,
2522,MED,MDS,Vascular Care,Flush Devices -Conventional,HeparinLockFlushDevices-Terminal Sterile,HeparinLockFlushDevices-Terminal Sterile,PH210210041421,
2523,MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Epidural Needles,Epidural Needles,PH210700041278,
2524,MED,MDS,Advanced Access Devices,Midlines,PowerMidline,Fin Adj.,PH231040041005,
2525,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Hypodermic Non Product,Hypodermic Non Product,PH210230041096,
2526,MED,MMS,Alaris System,Service,Alaris System Service Parts,GL Adjustment,PH230600141196,
2527,MED,MMS,Alaris System,IV Pump Delivery,Alaris System Disp GL Adj,GL Adjustment Medley,PH230600141126,
2528,MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Infectious Waste Collectors,Infectious Waste Collectors,PH210240041385,
2529,MED,MDS,Gravity and Syringe Delivery,Gravity and Syringe Delivery - PC Adjustment,Gravity and Syringe Delivery - PC Adjustment,Gravity and Syringe Delivery - PC Adjustment,PH230110041000,
2530,MED,MDS,Hypodermic Products,Safety Hypodermic Products,Integra - COMBOS,Integra - COMBOS,PH210230041161,
2531,MED,MDS,Hypodermic Products,Safety Hypodermic Products,Integra - NEEDLE ONLY,Integra - NEEDLE ONLY,PH210230041164,
2532,MED,MDS,Hypodermic Products,Safety Hypodermic Products,Integra - SYRINGE ONLY,Integra - SYRINGE ONLY,PH210230041167,
2533,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Intima II Catheters,Intima II Catheters,PH210400041214,
2534,MED,MDS,Hazardous Drug Solutions,Texium Systems,HDS Sales Adjustments,HDS Sales Adjustments,PH212600041368,
2535,MED,MMS,HealthSight,HealthSight - PC Adjustment,HealthSight - PC Adjustment,HealthSight - PC Adjustment,PH233200049999,
2536,MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Outcome-Driven,AccuCath Adj,HFM Tie Out L4- AccuCath,PH231040041000,
2537,MED,MDS,Advanced Access Devices,PICC Other,Extended Dwell Catheters,HFM Tie Out L4- Extended Dwell Catheters,PH241020041258,
2538,MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Hypodermic Non Product,HFM Tie Out L4- Hypodermic Non Product,PH210230041095,
2539,MED,MDS,IV Access,IVA Sales Adjustment,IVA Sales Adjustment,HFM Tie Out L4- Inf Spec Disp (ISD),PH230100041024,
2540,MED,MDS,Peripherally Inserted Intravenous Catheters,Other PIVC,Other PIVC,HFM Tie Out L4- Other PVA,PH210400041199,
2541,MED,MDS,Advanced Access Devices,Port Access,Port Access Adj,HFM Tie Out L4- Port Access,PH231040041002,
2542,MED,MDS,Vascular Access Non Allocated,Prefilled injectables (BD Rx),Prefilled Syringe (BD Rx),HFM Tie Out L4- Prefilled Syringe (BD Rx),PH210500041269,
2543,MED,MDS,Vascular Prep,Securement,Securement Adj,HFM Tie Out L4- Securement,PH230205241000,
2544,MED,PS,Prefillable Systems,Glass Container,Hylok,Hylok - Adjustment,PH210310041104,
2545,MED,PS,Prefillable Systems,Glass Container,Hypak for Acute,Hypak for Acute - Adjustment,PH210310041071,
2546,MED,PS,Prefillable Systems,Glass Container,Hypak for Antico,Hypak for Antico - Adjustment,PH210310041084,
2547,MED,PS,Prefillable Systems,Glass Container,Hypak for Biotech,Hypak for Biotech - Adjustment,PH210310041100,
2548,MED,PS,Prefillable Systems,Glass Container,Hypak for Vaccine,Hypak for Vaccine - Adjustment,PH210310041076,
