SEG,BU,Platform,Product Category,Product Line,Product Set ,Set ID,"Exemplar Product 
(Use)",,,
MED,MDS,Vascular Access Technologies,Site-Rite,Site-Rite Consoles - ISALES,Halcyon Consoles,PH241030041000,,,,Purewick device
MED,MDS,Advanced Access Devices,PICC,Groshong PICC,Max_Non-specialty,PH241020041083,,,,Safety LOK (Safety Wingset)
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Specialty Access,Q2 Kit/Set,Q2 Kit Basic,PH210400041268,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,Service,Alaris System Service Parts,Techsmart,PH230600141210,,,"BU confirms, accounting term",
MED,MMS,CME,POC Systems,CME DUAL CH TWIN,Drug Infusion,PH230600441113,,,,Purewick device
MED,MDS,Advanced Access Devices,PICC,Provena 5FR TL,Basic_Non-specialty,PH241020041344,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena Solo 4FR DL / 3FR SL,IR_Small Patient,PH241020041067,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,Software,Alaris Plus Editors,Editor,PH230600341096,,,,SOFTWARE
MED,MDS,Advanced Access Devices,PICC,Groshong PICC,Max_NXT,PH241020041084,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,CK_SV,PH241020041277,,,,Safety LOK (Safety Wingset)
MED,MDS,Gravity and Syringe Delivery,GSD Extension Sets,GSD Extension Sets - Advanced Non-ARD,Pediatrics,PH230100041186,,,,Vacutainer tubes
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus GP LVP Sets,Syringe Adapter,PH230600341034,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,POC Systems,Alaris Plus Docking Station,AGW AUX-01,PH230600341067,,,,Purewick device
MED,MDS,Advanced Access Devices,PICC,Groshong PICC,Full_Power,PH241020041082,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,Service,Alaris System Prof. Services,Pharmacy,PH230600141185,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,Niagara PC Ext,PH241020041322,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,Service,Alaris System Service Parts,FIPS Labels 091 Infusion Products,PH230600141194,,,"BU confirms, accounting term",
MED,MMS,Infusion Direct Non-Allocated,DO NOT USE - MMS Infusion Placeholder for data entry error,DO NOT USE - MMS Infusion Placeholder for data entry error,DO NOT USE - MMS Infusion Placeholder for data entry error,PH230600741001,,,"BU confirms, accounting term",
MED,MMS,Alaris System,Software,Alaris System Interop,Perpetual License,PH230600141217,,,,SOFTWARE
MED,MMS,Alaris Plus,Alaris Plus - PC Adjustment,Alaris Plus - PC Adjustment,Alaris Plus - PC Adjustment,PH230600341131,,,"BU confirms, accounting term",
MED,MMS,Alaris Plus,POC Systems,Alaris Plus GW Pump,GW,PH230600341113,,,,Purewick device
MED,MMS,Alaris Plus,POC Systems,Alaris Plus CC Nexus Pump,CC Nexus,PH230600341146,,,,Purewick device
MED,MMS,Alaris Plus,Service,Alaris Plus Prof. Services,Serv Lab/Fixed Price,PH230600341081,,,"BU confirms, accounting term",
MED,MMS,Alaris System,Service,Alaris System Service Parts,Service manuals,PH230600141207,,,"BU confirms, accounting term",
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Radiology Products,Sterile Disposable Needles,PH210700041292,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,POC Systems,Alaris Plus Cap GL Adj,LVP Other Adjustment,PH230600341065,,,"BU confirms, accounting term",
MED,MMS,Alaris System,Service,Alaris System Prof. Services,Serv Lab/Fixed Price,PH230600141186,,,"BU confirms, accounting term",
MED,MMS,Alaris System,POC Systems,Alaris System PC Unit,PCU 8015,PH230600141165,,,,Purewick device
MED,MMS,Alaris System,DI Inst,Alaris System Cap GL Adj,GL Adjustment,PH230600141121,,,"BU confirms, accounting term",
MED,MMS,Alaris System,DI Inst,Alaris System Accessories - DI Inst,Other,PH230600141119,,,,Veritor device
MED,MMS,Alaris System,Service,Alaris System Prof. Services,Device Implementation Services,PH230600141182,,,"BU confirms, accounting term",
MED,MDS,Vascular Access Technologies,Site-Rite,Site-Rite Probes,Halcyon Probes,PH241030041024,,,,Powerport
MED,MDS,Hazardous Drug Solutions,Rapid Detection,Readers,Readers,PH212600041364,,,,Veritor device
MED,MMS,BD Nexus,Service,BD Nexus Service Parts,Spares HP60,PH230600641007,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,PICC,Provena Solo 4FR DL / 3FR SL,Provena Solo 4FR DL / 3FR SL,PH241020041070,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,POC Systems,Alaris System Auto ID,Auto ID,PH230600141158,,,,Purewick device
MED,MDS,Advanced Access Devices,PICC,Provena Solo 5FR TL,Basic_Non-specialty,PH241020041073,,,,Safety LOK (Safety Wingset)
MED,MDS,Vascular Access Technologies,Site-Rite,Site-Rite Consoles - ISALES,Legacy Site Rite,PH241030041001,,,,Purewick device
MED,MMS,Alaris Plus,Service,Alaris Plus Service Parts,Gemini,PH230600341086,,,"BU confirms, accounting term",
MED,MMS,Alaris System,Service,Alaris System Interop Prof. Services,Interop Implementation,PH230600141179,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,Provena 4FR DL / 3FR SL,PH241020041072,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena 5FR TL,Provena 5FR TL,PH241020041061,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,POC Systems,Alaris System Accessories - POC,Syringe Pump Accessories,PH230600141157,,,,Veritor device
MED,MMS,ROWA Retail,ROWA Retail,ROWA Retail - Other,ROWA Retail - Other,PH230500541006,,,,ROWA Vmax 160
MED,MMS,Alaris Plus,POC Systems,Alaris Plus GH Pump - Rental,GH - Rental,PH230600341120,,,,Purewick device
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - OTHER,Syringe Storage,PH210230041035,,,,Plastipak
MED,MDS,Advanced Access Devices,Midlines,PowerGlide Pro,Basic,PH231040041011,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,IV Pump Delivery,MSIII LVP Sets,Primary Admin-15mcrn,PH230600141154,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,Service,Alaris Plus Prof. Services,Other,PH230600341080,,,"BU confirms, accounting term",
MED,PS,PS Services,ADDS,ADDS Services Testing,Others,PH210350041008,,,"BU confirms, accounting term",
MED,MDS,Vascular Access Technologies,Prevue,Prevue Consoles - ISALES,Prevue I,PH241030041013,,,,Purewick device
MED,PS,Prefillable Systems,Others,Other Pharma,Other,PH210310041002,,,,Vacutainer tubes
MED,MMS,Alaris Plus,Service,Alaris Plus Prof. Services,Contract,PH230600341079,,,"BU confirms, accounting term",
MED,MMS,Alaris Plus,POC Systems,Alaris Plus Docking Station,MRI Capsule,PH230600341132,,,,Purewick device
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Conventional Needles,Cannula,PH210230041062,,,"BU confirms, accounting term",
MED,MMS,Alaris Plus,POC Systems,Alaris Plus CC Nexus Pump - Rental,CC Nexus - Rental,PH230600341152,,,,Purewick device
MED,MMS,Alaris Plus,POC Systems,Alaris Plus GP Pump - Rental,GP - Rental,PH230600341121,,,,Purewick device
MED,MMS,Alaris System,Service,Alaris System Prof. Services,Clinical Services,PH230600141181,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,Brevia,PH241020041321,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,POC Systems,Alaris Plus PK Nexus Pump - Rental,PK Nexus - Rental,PH230600341156,,,,Purewick device
MED,MMS,Alaris System,Software,Alaris System SMS,Maintenance,PH230600141214,,,,Hypak for Antico
MED,MMS,Alaris Plus,Service,Alaris Plus Prof. Services,Training Services,PH230600341083,,,"BU confirms, accounting term",
MED,MMS,Alaris Plus,Service,Alaris Plus Service Parts,Other,PH230600341089,,,"BU confirms, accounting term",
MED,PS,Prefillable Systems,Prefillable Systems - PC Adjustment,Prefillable Systems - PC Adjustment,Prefillable Systems - PC Adjustment,PH210310041124,,,"BU confirms, accounting term",
MED,MMS,LifeMed,POC Systems,LifeMed LVP Pump,LF SMART,PH230NEW141000,,,,Purewick device
MED,MMS,LifeMed,POC Systems,LifeMed LVP Pump,LF SMART DUPLO CANAL,PH230NEW141001,,,,Purewick device
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Reusable Products,REUSABLE NEEDLES,PH210230041108,,,,Plastipak
MED,MMS,Alaris System,DI Inst,Operating Lease,Operating Lease,PH230600141178,,,"BU confirms, accounting term",
MED,MMS,Alaris System,POC Systems,Alaris System Systems Manager,Server,PH230600141234,,,,Purewick device
MED,PS,PS Services,PFS,PFS Services QA,Others,PH210350041003,,,"BU confirms, accounting term",
MED,PS,PS Services,PFS,PFS Services MA,Others,PH210350041002,,,"BU confirms, accounting term",
MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Advanced ARD,Pediatrics,PH230100041195,,,,Vacutainer tubes
MED,MMS,Alaris System,Service,Alaris System Service Parts,Agreement,PH230600141189,,,"BU confirms, accounting term",
MED,MMS,Alaris System,Software,Alaris System Interop SMS,Alaris System Interop SMS software,PH230600141221,,,,SOFTWARE
MED,MMS,Alaris Plus,POC Systems,Alaris Plus Accessories - POC,Other,PH230600341063,,,,Plastipak
MED,MMS,Alaris Plus,DI Inst,Alaris Plus P Series,P-Series,PH230600341010,,,,Purewick device
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - COMBOS,3pc Conventional - COMBOS,PH210230041023,,,,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional - OTHER,3pc Conventional - OTHER,PH210230041031,,,,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Small - SYRINGE ONLY,3pc Conventional-SYRINGE ONLY,PH210230041044,,,,Plastipak
MED,MMS,Alaris Plus,POC Systems,Alaris Plus Docking Station,AGW WIFI-03,PH230600341069,,,,Purewick device
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Allergy Syringe,Allergy Syringe,PH210230041050,,,,Plastipak
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Specialty Access,Arterial Catheters,Arterial Catheters,PH210400041197,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,POC Systems,Alaris System Auto ID - Placement,Auto ID - Placement,PH230600141228,,,,Purewick device
MED,MDS,Advanced Access Devices,Midlines,Powerglide,Basic,PH241020041041,,,,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,BD Recycleen,BD Recycleen,PH210240041373,,,,Plastipak
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Blunt Fill Needle / Combo,Blunt Fill Needle / Combo,PH210230041144,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,POC Systems,Alaris Plus CC Pump - Rental,CC - Rental,PH230600341140,,,,Purewick device
MED,MDS,Advanced Access Devices,Acute CVC,CentroVena Uncoated,CentroVena Uncoated,PH241020041328,,,,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Chemotherapy Waste Collectors,Chemotherapy Waste Collectors,PH210240041379,,,,Purewick canister & tubing
MED,MDS,Vascular Prep,Skin Prep,ChloraPrep Single Swabstick,ChloraPrep Single Swabstick,PH230205241465,,,,ChloraPrep
MED,MDS,Vascular Prep,Skin Prep,ChloraPrep Triple Swabsticks,ChloraPrep Triple Swabsticks,PH230205241467,,,,ChloraPrep
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,2-Piece Conventional - COMBOS,2-Piece Conventional - COMBOS,PH210230041003,,,,
MED,PS,Prefillable Systems,Glass Container,Accuspray,Accuspray - Adjustment,PH210310041091,,,"BU confirms, accounting term",
MED,MMS,Alaris System,IV Pump Delivery,MSIII LVP Sets,Adjustment,PH230600141124,,,"BU confirms, accounting term",
MED,MMS,Alaris System,IV Pump Delivery,Alaris System SYP Sets,Adjustment,PH230600141232,,,"BU confirms, accounting term",
MED,MMS,Alaris System,IV Pump Delivery,Alaris System PCA Sets,Adjustment,PH230600141139,,,"BU confirms, accounting term",
MED,MDS,Vascular Prep,IV Kits,PICC/CVC Dressing Change Kits,Dressing Change Kits - BAS,PH230205241478,,,,Safety LOK (Safety Wingset)
MED,MMS,CME,POC Systems,CME Body Guard Classic - Placement,Drug Infusion - Placement,PH230600441121,,,,Purewick device
MED,MMS,CME,POC Systems,CME DUAL CH TWIN - Rental,Drug Infusion - Rental,PH230600441138,,,,Purewick device
MED,MMS,Alaris System,Infusion Systems NP,Infusion Systems NP,Adjustment,PH230600141147,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,DUM_Acute Dialysis,PH241020041327,,,,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC Other,PICC Accessories,DUM_PICC Accessories,PH241020041273,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,IV Pump Delivery,Alaris System,Adjustment,PH230600141142,,,"BU confirms, accounting term",
MED,MDS,Vascular Prep,Securement,Statlock - CVC,DUM_Statlock - CVC,PH230205241504,,,,Veritor assays
MED,MDS,Vascular Prep,Securement,Statlock - PICC,DUM_Statlock - PICC,PH230205241490,,,,Veritor assays
MED,MDS,Advanced Access Devices,Advanced Access Devices - PC Adjustment,Advanced Access Devices - PC Adjustment,Advanced Access Devices - PC Adjustment,PH241020041332,,,"BU confirms, accounting term",
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Eclipse - COMBOS,Eclipse - COMBOS,PH210230041151,,,,Plastipak
MED,MMS,Advisors,Advisors - PC Adjustment,Advisors - PC Adjustment,Advisors - PC Adjustment,PH230700041000,,,"BU confirms, accounting term",
MED,MMS,Alaris Plus,POC Systems,Alaris Plus Docking Station,AGW PC Adjustment,PH230600341166,,,"BU confirms, accounting term",
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - COMBOS,Emerald - COMBOS,PH210230041077,,,,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Emerald - SYRINGES ONLY,Emerald - SYRINGES ONLY,PH210230041083,,,,Plastipak
MED,MDS,Hypodermic Products,Resuse Prevention Hypodermic Products,Emerald PRO-Combos,Emerald PRO-Combos,PH210230041119,,,,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,Software,Alaris Plus ACE/CQI Licences,Alaris Communication Engine,PH230600341103,,,BU cannot confirm volume,SOFTWARE
MED,MMS,Alaris Plus,Software,Alaris Plus AIC Licences,Alaris Infusion Central,PH230600341108,,,BU cannot confirm volume,SOFTWARE
MED,MMS,Alaris System,DI Inst,Alaris System Cap GL Adj,Alaris Medley Cap GL Adj,PH230600141225,,,"BU confirms, accounting term",
MED,MMS,Alaris System,IV Pump Delivery,Alaris System Disp GL Adj,Alaris Medley Disp GL Adj,PH230600141224,,,"BU confirms, accounting term",
MED,MMS,Alaris System,Alaris System - PC Adjustment,Alaris System - PC Adjustment,Alaris System - PC Adjustment,PH230600141233,,,"BU confirms, accounting term",
MED,MMS,Alaris Plus,POC Systems,Alaris Plus Enteral Pump - Rental,Enteral - Rental,PH230600341141,,,,Purewick device
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Enteral Syringes - OTHER,Enteral Syringes - OTHER,PH210230041086,,,,Plastipak
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Enteral Syringes (1ml-10ml),Enteral Syringes (1ml-10ml),PH210230041088,,,,Plastipak
MED,MMS,Alaris System,Alaris System - PC Adjustment,Alaris System - PC Adjustment NONCATALOG,Alaris System - PC Adjustment NONCATALOG,PH230600141244,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,PICC Other,Extended Dwell Catheters,Extended Dwell Catheters,PH241020041255,,,,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Anesthesia Non-Product,Anesthesia Non-Product,PH210700041277,,,"BU confirms, accounting term",
MED,MDS,Anesthesia Systems,Anesthesia Systems - PC Adjustment,Anesthesia Systems - PC Adjustment,Anesthesia Systems - PC Adjustment,PH210700041355,,,"BU confirms, accounting term",
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,AngioCath - PlastiCath,Angiocath Adjustments,PH210400041204,,,"BU confirms, accounting term",
MED,MMS,BD Logistics,BD Logistics,BD Logistics - Other,BD Logistics - Other,PH230500441002,,,BU cannot confirm volume,
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Conventional Needles,Conventional Needles,PH210230041063,,,,
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Outcome-Driven,Diffusics,Diffusics Adjustments,PH210400041236,,,"BU confirms, accounting term",
MED,PS,Prefillable Systems,Others,Diprivan,Diprivan - Adjustment,PH210310041024,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,Disposables,Disposables Adj,Disposables Adj,PH241030041009,,,"BU confirms, accounting term",
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus Disp GL Adj,Dist Rebate Asena,PH230600341026,,,"BU confirms, accounting term",
MED,MMS,Alaris System,IV Pump Delivery,DO NOT USE - MSIII LVP,DO NOT USE - MSIII LVP,PH230600141223,,,"BU confirms, accounting term",
MED,MMS,Alaris Plus,POC Systems,Alaris Plus Docking Station,DS PC Adjustment,PH230600341165,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,DUM_Port Access Needles,PH231040041019,,,,
MED,MMS,Alaris Plus,POC Systems,Alaris Plus GW Pump - Rental,GW - Rental,PH230600341142,,,,Purewick device
MED,MMS,Alaris Plus,POC Systems,Alaris Plus GW Pump - Rental,GW 800 - Rental,PH230600341143,,,,Purewick device
MED,MDS,Vascular Care,Flush Devices -Conventional,Heparin Lock Flush Devices,Heparin Lock Flush Devices,PH210210041416,,,,Plastipak
MED,MDS,Vascular Care,Flush Devices -Conventional,HeparinLockFlushDevices-Terminal Sterile,HeparinLockFlushDevices-Terminal Sterile,PH210210041421,,,,Plastipak
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Epidural Needles,Epidural Needles,PH210700041278,,,,
MED,MDS,Advanced Access Devices,Midlines,PowerMidline,Fin Adj.,PH231040041005,,,"BU confirms, accounting term",
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Hypodermic Non Product,Hypodermic Non Product,PH210230041096,,,,Plastipak
MED,MMS,Alaris System,Service,Alaris System Service Parts,GL Adjustment,PH230600141196,,,"BU confirms, accounting term",
MED,MMS,Alaris System,IV Pump Delivery,Alaris System Disp GL Adj,GL Adjustment Medley,PH230600141126,,,"BU confirms, accounting term",
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Infectious Waste Collectors,Infectious Waste Collectors,PH210240041385,,,,Purewick canister & tubing
MED,MDS,Gravity and Syringe Delivery,Gravity and Syringe Delivery - PC Adjustment,Gravity and Syringe Delivery - PC Adjustment,Gravity and Syringe Delivery - PC Adjustment,PH230110041000,,,"BU confirms, accounting term",
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Integra - COMBOS,Integra - COMBOS,PH210230041161,,,,Plastipak
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Integra - NEEDLE ONLY,Integra - NEEDLE ONLY,PH210230041164,,,,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Safety Hypodermic Products,Integra - SYRINGE ONLY,Integra - SYRINGE ONLY,PH210230041167,,,,Plastipak
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Value-Driven,Intima II Catheters,Intima II Catheters,PH210400041214,,,,Safety LOK (Safety Wingset)
MED,MDS,Hazardous Drug Solutions,Texium Systems,HDS Sales Adjustments,HDS Sales Adjustments,PH212600041368,,,"BU confirms, accounting term",
MED,MMS,HealthSight,HealthSight - PC Adjustment,HealthSight - PC Adjustment,HealthSight - PC Adjustment,PH233200049999,,,"BU confirms, accounting term",
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Outcome-Driven,AccuCath Adj,HFM Tie Out L4- AccuCath,PH231040041000,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,PICC Other,Extended Dwell Catheters,HFM Tie Out L4- Extended Dwell Catheters,PH241020041258,,,"BU confirms, accounting term",
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Hypodermic Non Product,HFM Tie Out L4- Hypodermic Non Product,PH210230041095,,,"BU confirms, accounting term",
MED,MDS,IV Access,IVA Sales Adjustment,IVA Sales Adjustment,HFM Tie Out L4- Inf Spec Disp (ISD),PH230100041024,,,"BU confirms, accounting term",
MED,MDS,Peripherally Inserted Intravenous Catheters,Other PIVC,Other PIVC,HFM Tie Out L4- Other PVA,PH210400041199,,,"BU confirms, accounting term",
MED,MDS,Advanced Access Devices,Port Access,Port Access Adj,HFM Tie Out L4- Port Access,PH231040041002,,,"BU confirms, accounting term",
MED,MDS,Vascular Access Non Allocated,Prefilled injectables (BD Rx),Prefilled Syringe (BD Rx),HFM Tie Out L4- Prefilled Syringe (BD Rx),PH210500041269,,,"BU confirms, accounting term",
