SEG,BU,Platform,Product Category,Product Line,Product Set ,Set ID, Act Rev , Act Units ,COMMENTS,"Exemplar Product 
(Use)"
MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Specialty Non-Chemo,General,PH230100041203," $(38,443)"," 59,280 ",,Vacutainer tubes
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Chemotherapy Waste Collectors,Patient Room Products,PH210240041382," $322,389 "," 57,792 ",,Purewick canister & tubing
MED,MDS,Advanced Access Devices,PICC,Provena Solo 5FR TL,Max+_SOLO FT,PH241020041363," $16,882,241 "," 55,782 ",,Safety LOK (Safety Wingset)
MED,MDS,Vascular Prep,Securement,Statlock - Other,Statlock - Epidural,PH230205241493," $146,077 "," 55,525 ",,Veritor assays
MED,MDS,Gravity and Syringe Delivery,GSD Extension Sets,GSD Extension Sets - Specialty Chemo,Chemotherapy,PH230100041189," $276,176 "," 54,800 ",,Vacutainer tubes
MED,MMS,CME,POC Systems,CME Accessories,Infusion Accessories CME,PH230600441110," $2,751,628 "," 54,084 ",,Safety LOK (Safety Wingset)
MED,MMS,CME,IV Pump Delivery,CME LVP Sets,Blood,PH230600441099," $295,417 "," 52,400 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus SE LVP Sets,Blood,PH230600341043," $460,837 "," 52,080 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Stopper,Stopper High Tier,TSCF/TCF PremiumCoat Visio,PH210310041150," $32,604 "," 52,000 ",,Vacutainer tubes
MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,Niagara,PH241020041320," $3,547,311 "," 51,924 ",,Safety LOK (Safety Wingset)
MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Basic,Pediatrics,PH230100041199," $21,109 "," 51,097 ",,Vacutainer tubes
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus CC Syringe Sets,Blood,PH230600341022," $306,585 "," 51,025 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Max+_Non-specialty,PH241020041289," $12,333,303 "," 50,077 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,Niagara Slim Cath,PH241020041319," $2,752,762 "," 49,782 ",,Safety LOK (Safety Wingset)
MED,MDS,ISD OEM,GSD OEM,GSD OEM SmarSite Bag,SmartSite Bag,PH230120041001," $34,598 "," 49,750 ",,Vacutainer tubes
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus VP LVP Sets,Primary Admin,PH230600341061," $235,477 "," 49,490 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,Poly Midline,Custom,PH241020041024," $3,823,785 "," 49,169 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia - Kits and Sets,Durasafe CSE Mini Kits,PH210700041296," $1,727,705 "," 48,583 ",,Safety LOK (Safety Wingset)
MED,PS,PS Services,PFS,PFS Services Testing,Others,PH210350041004," $3,290,020 "," 48,066 ","BU confirms, accounting term",
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus GW LVP Sets,Primary Admin,PH230600341040," $210,756 "," 47,985 ",,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Sharps Accessories,Trolleys,PH210240041405," $1,459,198 "," 46,974 ",,Purewick canister & tubing
MED,MMS,CME,IV Pump Delivery,CME Syringe Sets,CME Syringe Sets,PH230600441127," $534,274 "," 45,401 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,3pc Conventional Small - SYRINGE ONLY,2CC SYRINGES ONLY,PH210230041041," $3,115 "," 44,800 ",,Plastipak
MED,MMS,Alaris System,IV Pump Delivery,MSIII LVP Sets,Half-No Drip Chamber,PH230600141152," $181,207 "," 44,250 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,IV Pump Delivery,Alaris System LVP Sets,Epidural,PH230600141131," $179,970 "," 42,500 ",,Safety LOK (Safety Wingset)
MED,MDS,Peripherally Inserted Intravenous Catheters,PIVC - Non-Product,PIVC Non Product,PIVC Non Product,PH210400041254," $(295,765)"," 40,500 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Other Anesthesia Products,Bonanno Tray,Bonanno Tray,PH210700041326," $1,504,391 "," 39,846 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus GW LVP Sets,Filters,PH230600341047," $182,450 "," 39,050 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia Trays - Conventional,Epidural Trays,PH210700041310," $757,007 "," 38,552 ",,Safety LOK (Safety Wingset)
MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Basic,Veterinary,PH230100041200," $185,120 "," 37,545 ",,Vacutainer tubes
MED,MDS,Advanced Access Devices,PICC Other,Introducers-Safety,Introducers-Safety,PH241020041262," $1,445,176 "," 37,310 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,Duoglide,PH241020041325," $5,386,255 "," 35,821 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,PowerGlide ST,Full,PH241020041016," $4,697,929 "," 35,770 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,PowerMidline,Full,PH241020041053," $3,757,394 "," 35,450 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Max+_SOLO FT,PH241020041342," $9,389,643 "," 35,310 ",,Safety LOK (Safety Wingset)
MED,MDS,Gravity and Syringe Delivery,GSD Accessories,GSD SmartSite Bag,SmartSite Bag,PH230110041002," $205,688 "," 34,750 ",,Vacutainer tubes
MED,MDS,Vascular Prep,Securement,Statlock - Other,Statlock - Dialysis,PH230205241492," $184,253 "," 34,562 ",,Veritor assays
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,CK_Non-specialty,PH241020041296," $6,295,168 "," 34,371 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,Port Accessories,PH241020041116," $199,959 "," 33,999 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,Max_Non-specialty,PH241020041058," $7,585,712 "," 33,498 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,SafeStep_Custom,PH241020041122," $284,338 "," 32,995 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena 5FR TL,Max+_Non-specialty,PH241020041071," $9,262,383 "," 31,448 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Dialysis Access,Acute Dialysis,Trialysis Slim,PH241020041317," $5,103,153 "," 30,433 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc Max_Custom,PH241020041119," $577,881 "," 30,030 ",,Safety LOK (Safety Wingset)
MED,PS,Prefillable Systems,Others,Other Pharma,Syringe,PH210310041004," $1,702 "," 30,000 ",,Vacutainer tubes
MED,MDS,IV Access,IVA Extension Sets - Other,IVA Extension Sets - Other,Non-PVC Extension Sets,PH230100041009," $48,757 "," 29,150 ",,Vacutainer tubes
MED,MDS,Hypodermic Products,Safety Hypodermic Products,SafetyGlide - COMBOS,10ml,PH210230041181," $9,705 "," 28,000 ",,Safety LOK (Safety Wingset)
MED,MDS,Vascular Prep,Securement,Statlock - Other,Statlock - Other,PH230205241494," $8,079 "," 27,933 ",,Veritor assays
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,PowerPICC Solo,PH241020041343," $2,579,494 "," 27,782 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,POC Systems,Alaris System LVP Pump,Groshong PICC,PH230600141226," $34,050,714 "," 27,779 ",,Hypak for Antico
MED,MDS,IV Access,IVA Extension Sets - Other,IVA Extension Sets - Other,Quadfuse Extension Sets,PH230100041013," $77,744 "," 26,800 ",,Vacutainer tubes
MED,MDS,Hazardous Drug Solutions,Pharmacy Solutions,All Other Pharmacy Solutions,All Other Pharmacy Solutions,PH212600041352," $(778,958)"," 25,500 ",,Purewick canister & tubing
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia Trays - Conventional,CSE Trays,PH210700041308," $1,312,308 "," 25,170 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Hypodermic Non Product,Conv Hypo Adj/Exp,PH210230041094," $(10,518,550)"," 24,140 ","BU confirms, accounting term",
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,ISO Med Prep (Blunt Needles-Filter Straw),ISO Med Prep (Blunt Needles-Filter Straw),PH210700041353," $17,298 "," 23,280 ",,Plastipak
MED,MMS,Pyxis Med,Pyxis Med,Pyxis Med - Other,MDS - MedStation,PH230500141000, TBD ," 21,884 ", Pyxis med - Other; Vol confirmed w BU but no breakdown Rev ,Pyxis
MED,MDS,Advanced Access Devices,Midlines,PowerMidline,MB+,PH241020041018," $2,940,251 "," 21,666 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Groshong PICC,Groshong PICC,PH241020041086," $5,132,756 "," 21,586 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,Service,Alaris System Service Parts,Other,PH230600141202," $1,450,978 "," 21,364 ","BU confirms, accounting term",
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Max_SOLO FT,PH241020041313," $4,668,732 "," 19,611 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus SE LVP Sets,Filters,PH230600141151," $183,620 "," 19,250 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,Port Accessories_Standalone,PH231040041020," $111,639 "," 19,211 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,POC Systems,Alaris System PC Unit,PCU 8015,PH230600141164," $33,275,707 "," 18,447 ",,Purewick device
MED,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,CK_Non-specialty,PH241020041056," $4,072,699 "," 18,401 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,POC Systems,Alaris System LVP Pump License,Guardrails software,PH230600141162," $3,313,262 "," 18,390 ",,SOFTWARE
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Basic_SV,PH241020041008," $2,496,110 "," 17,857 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Max_SOLO HF,PH241020041340," $4,723,690 "," 17,857 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,Provena,Custom,PH241020041052," $2,097,617 "," 17,166 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Max+_Provena FT,PH241020041290," $3,740,580 "," 15,736 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena Solo 5FR TL,Max_Non-specialty,PH241020041362," $4,061,265 "," 15,303 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena 5FR TL,Max_Non-specialty,PH241020041348," $3,611,128 "," 14,718 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Basic_HF,PH241020041006," $2,107,342 "," 14,312 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Max_FT,PH241020041286," $3,060,658 "," 14,040 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Radiology Products,Non-Sterile Multi-purpose Needles,PH210700041290," $24,756 "," 13,800 ",,Safety LOK (Safety Wingset)
MED,MDS,IV Access,IVA Extension Sets - Other,IVA Extension Sets - Other,ASV Extension Sets,PH230100041003," $20,725 "," 13,600 ",,Vacutainer tubes
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus Syringe,Syringe,PH230600341056," $20,265 "," 12,960 ",,Safety LOK (Safety Wingset)
MED,MMS,CME,Service,CME Service,Serv Lab/Fixed Price,PH230600441116," $2,312,593 "," 12,905 ","BU confirms, accounting term",
MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Specialty Chemo,Chemotherapy,PH230100041201," $46,418 "," 12,480 ",,Vacutainer tubes
MED,MDS,Advanced Access Devices,PICC,Groshong PICC,Full_NXT Clear,PH241020041081," $1,179,751 "," 12,407 ",,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Sharps Accessories,Patient Room Products,PH210240041403," $470,194 "," 12,309 ",,Purewick canister & tubing
MED,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,IR_Non-specialty,PH241020041063," $1,516,371 "," 11,570 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc_APPAS,PH241020041115," $266,839 "," 11,440 ",,Safety LOK (Safety Wingset)
MED,MDS,Gravity and Syringe Delivery,GSD Accessories,GSD Accessories - Specialty Non-Chemo,Urology/Irrigation,PH230100041182," $14,243 "," 11,400 ",,Vacutainer tubes
MED,MMS,Alaris System,POC Systems,Alaris System Systems Manager,Server Applications,PH230600141215," $1,789,727 "," 11,322 ",,Veritor assays
MED,MMS,Alaris System,IV Pump Delivery,MSIII LVP Sets,Blood,PH230600141148," $94,803 "," 11,220 ",,Safety LOK (Safety Wingset)
MED,MDS,IV Access,IVA MaxPlus,IVA Extension Sets - MaxPlus,MaxPlus Opaque,PH230100041213," $29,994 "," 11,050 ",,Vacutainer tubes
MED,MDS,Advanced Access Devices,PICC,PowerPICC,CK_HF,PH241020041275," $1,700,510 "," 11,016 ",,Safety LOK (Safety Wingset)
MED,MMS,Pyxis Med,Pyxis Med,Pyxis Med - Other,SUP - Supply station,PH230500141000, TBD ," 10,961 ", Pyxis med - Other; Vol confirmed w BU but no breakdown Rev ,Pyxis
MED,MDS,Advanced Access Devices,Midlines,PowerGlide ST,Basic,PH241020041013," $1,075,909 "," 10,501 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena Solo 5FR TL,CK_Non-specialty,PH241020041349," $2,392,147 "," 10,447 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,Per-Q-Cath,Custom,PH241020041031," $822,590 "," 10,410 ",,Safety LOK (Safety Wingset)
MED,MDS,Vascular Prep,Dressing,Securis,Securis,PH230205241499," $18,315 "," 10,300 ",,ChloraPrep
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Radiology Products,Sterile Multi-purpose Needles,PH210700041293," $28,878 "," 9,610 ",,Safety LOK (Safety Wingset)
MED,MDS,Hypodermic Products,Conventional Hypodermic Products,Pharmacy Devices,CORNWALL SYRINGES,PH210230041097," $92,487 "," 9,500 ",,Plastipak
MED,MMS,Alaris System,POC Systems,Alaris System PC Unit License,Guardrails software,PH230600141168," $5,911,436 "," 9,429 ",,SOFTWARE
MED,MDS,Advanced Access Devices,Midlines,PowerGlide ST,Max Barrier,PH241020041049," $1,306,811 "," 9,325 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,IV Pump Delivery,Alaris System LVP Sets,Half-No Drip Chamber,PH230600141133," $35,521 "," 9,320 ",,Safety LOK (Safety Wingset)
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,Sharps Accessories,ACCESSORIES,PH230300041747," $105,649 "," 9,198 ",,Purewick canister & tubing
MED,MDS,Advanced Access Devices,PICC,Provena Solo 4FR DL / 3FR SL,Max_Non-specialty,PH241020041068," $2,263,957 "," 8,949 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PerqCath / Poly RAD / Hohn,PerqCath / Poly RAD / Hohn,PH241020041087," $441,201 "," 8,592 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,Provena 4FR DL / 3FR SL,Full_Non-specialty,PH241020041057," $1,826,587 "," 8,490 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,POC Systems,Alaris Plus CC Nexus Pump,CC Nexus-S,PH230600341147," $3,517,367 "," 8,366 ",,Purewick device
MED,MDS,Advanced Access Devices,PICC,Provena 5FR TL,CK_Non-specialty,PH241020041345," $1,994,548 "," 8,115 ",,Safety LOK (Safety Wingset)
MED,MDS,IV Access,IVA Accessories,IVA Accessories - Other Accessories,Vial Access Device,PH230100041211," $4,923 "," 8,100 ",,Vacutainer tubes
MED,PS,PS Safety,Demo Kit,Ultrasafe,Passive Plunger Rod Color,PH210330041195," $48,511 "," 8,064 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - HCW Safety,Needles w/ Safety Anesthesia Connectors,Safety SAC Slip SYR,PH210700041356," $2,463 "," 8,000 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,IR_FT,PH241020041091," $730,979 "," 7,685 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus SE LVP Sets,Burette,PH230600341044," $93,806 "," 7,600 ",,Safety LOK (Safety Wingset)
MED,PS,SAIS,Others,Operating expenses SAIS,Operating expenses SAIS,PH210320041150," $337,752 "," 7,501 ","BU confirms, accounting term",
MED,MDS,Advanced Access Devices,PICC,PowerPICC,IR_SV,PH241020041094," $944,793 "," 7,363 ",,Safety LOK (Safety Wingset)
MED,PS,PS Services,PFS,PFS Services RA,Others,PH210350041001," $590,198 "," 7,016 ","BU confirms, accounting term",
MED,MMS,Alaris Plus,IV Pump Delivery,Alaris Plus GW LVP Sets,Burette,PH230600341036," $30,335 "," 6,680 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,IR_SOLO FT,PH241020041097," $675,694 "," 6,595 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,MiniLoc_Custom,PH241020041114," $77,385 "," 6,480 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,Service,Alaris System Service Parts,Support Materials,PH230600141209," $35,261 "," 6,382 ","BU confirms, accounting term",
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Max_SV,PH241020041288," $1,404,058 "," 6,325 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC Solo,Full_SOLO HF,PH241020041303," $1,239,716 "," 6,110 ",,Safety LOK (Safety Wingset)
MED,MDS,Anesthesia Systems,Anesthesia Systems - Conventional,Regional Anesthesia Trays - Conventional,Pain Management Trays,PH210700041314," $96,856 "," 6,090 ",,Safety LOK (Safety Wingset)
MED,PS,PS Services,Other Services,Other Services filling and assembly,Others,PH210350041010," $291,798 "," 6,034 ","BU confirms, accounting term",
MED,MDS,Advanced Access Devices,PICC,Provena Solo 4FR DL / 3FR SL,IR_Non-specialty,PH241020041066," $1,001,052 "," 6,017 ",,Safety LOK (Safety Wingset)
MED,MMS,CME,POC Systems,CME Syringe Pumps,CME T34 series,PH230600441109," $7,666,501 "," 5,869 ",,Purewick device
MED,MMS,Alaris Plus,DI Inst,Alaris Plus Accessories - DI Inst,Legacy Inst,PH230600341087," $426,408 "," 5,853 ",,Purewick device
MED,MDS,Vascular Prep,Skin Prep,Persist,Persist,PH230205241462," $4,333 "," 5,507 ",,ChloraPrep
MED,MDS,Advanced Access Devices,Midlines,Provena,Full,PH241020041039," $827,002 "," 5,485 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,PICC,PowerPICC,Full_SV,PH241020041285," $938,163 "," 5,408 ",,Safety LOK (Safety Wingset)
MED,MDS,Vascular Access Technologies,Site-Rite,Site-Rite Accessories,Site Rite 8 Accessories,PH241030041023," $2,104,855 "," 5,361 ",,Purewick canister & tubing
MED,MMS,Pyxis Med,Pyxis Med,Pyxis Med - Other,RMT- Remote w temp control,PH230500141000, TBD ," 5,359 ", Pyxis med - Other; Vol confirmed w BU but no breakdown Rev ,Pyxis
MED,MMS,Alaris Plus,POC Systems,Alaris Plus GH Pump,GH,PH230600341072," $3,588,226 "," 5,193 ",,Purewick device
MED,MMS,Alaris Plus,Service,Alaris Plus Service Parts,SE,PH230600341090," $5,338 "," 5,183 ","BU confirms, accounting term",
MED,MDS,MDS Direct Non-Allocated,DO NOT USE - MDS Placeholder for data entry error,DO NOT USE - MDS Placeholder for data entry error,DO NOT USE - MDS Placeholder for data entry error,PH242100041000," $(12,824)"," 4,826 ","BU confirms, accounting term",
MED,MDS,Gravity and Syringe Delivery,GSD Primary Sets,GSD Primary Sets - Specialty Non-Chemo,ICU,PH230100041204," $10,203 "," 4,800 ",,Vacutainer tubes
MED,MDS,Hazardous Drug Solutions,Rapid Detection,Collection Kits,Collection Kits,PH212600041363," $49,962 "," 4,760 ",,Purewick canister & tubing
MED,MDS,Advanced Access Devices,PICC,Provena 5FR TL,IR_Non-specialty,PH241020041347," $660,324 "," 4,705 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,Groshong,Basic,PH241020041038," $397,749 "," 4,641 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,Provena,BasicCE,PH241020041123," $354,811 "," 4,639 ",,Safety LOK (Safety Wingset)
MED,MMS,Alaris System,POC Systems,Alaris System Accessories - POC,ACCESSORIES,PH230300041895," $1,690,608 "," 4,638 ",,Veritor device
MED,MDS,Sharps Disposal Systems,Sharps Disposal Systems,RCRA Waste Collectors,Multi-use One Piece,PH210240041398," $49,207 "," 4,624 ",,Purewick canister & tubing
MED,MMS,Pyxis Med,Pyxis Med,Pyxis Med - Other,PAS - Pyxis Anesthesia,PH230500141000, TBD ," 4,579 ", Pyxis med - Other; Vol confirmed w BU but no breakdown Rev ,Pyxis
MED,MDS,Advanced Access Devices,Midlines,PowerGlide Pro Cue,Full,PH241020041025," $574,113 "," 4,510 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Midlines,PowerGlide Pro RT,IntermediateCE,PH241020041044," $252,143 "," 4,430 ",,Safety LOK (Safety Wingset)
MED,MDS,Advanced Access Devices,Port Access,Port Access Needles,PowerLoc_Custom,PH241020041120," $36,147 "," 4,305 ",,Safety LOK (Safety Wingset)
